Emp Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
HEATHER TREVISAN,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2485,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4
STEPHEN BENZINGER,22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,2486,Male,4,Research Scientist,Married,49680,1,Y,14,8,0,1,3,1,0,0
GARY MORIYAMA,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,2487,Male,5,Sales Executive,Married,131200,1,Y,12,8,2,13,6,12,5,7
VICENTA MARGATE,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2488,Female,1,Manager,Married,40330,2,Y,14,8,0,15,2,2,2,2
DUANE ALLEN,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,2489,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3
MICHAEL LAU,46,No,Travel_Rarely,Sales,3,4,Marketing,1,2490,Female,1,Sales Representative,Divorced,42720,7,Y,13,8,0,24,3,2,2,2
MICHAEL NELSON,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,2491,Female,4,Research Scientist,Married,50560,7,Y,12,8,0,15,2,12,5,7
ANN MARIE BOWER,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,2492,Male,1,Research Scientist,Divorced,28440,1,Y,12,8,0,6,2,5,2,3
DAVID YEE,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,2493,Male,2,Sales Executive,Divorced,27030,2,Y,14,8,0,19,2,10,4,7
GLENN MORI,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2494,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7
ERLINDA DE GUZMAN,33,No,Travel_Rarely,Research & Development,8,5,Medical,1,2495,Male,2,Laboratory Technician,Married,82240,6,Y,19,8,0,14,3,10,7,6
PATRICK CADIGAN,28,No,Travel_Rarely,Sales,9,3,Medical,1,2496,Female,2,Sales Executive,Married,47660,1,Y,12,8,0,5,3,5,0,3
ALLISON MAGEE,39,No,Travel_Rarely,Sales,3,4,Marketing,1,2497,Female,2,Laboratory Technician,Single,26100,7,Y,12,8,0,9,2,4,2,2
ROSARIO FLORES,46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,2498,Male,2,Manufacturing Director,Single,57310,8,Y,17,8,0,6,2,2,2,2
NOELLE SIMMONS,40,No,Travel_Rarely,Research & Development,2,2,Medical,1,2499,Male,1,Research Director,Married,25390,4,Y,12,8,1,7,3,4,0,2
RALPH BLANCHARD,42,No,Travel_Rarely,Research & Development,7,4,Other,1,2500,Female,2,Laboratory Technician,Married,57140,5,Y,11,8,0,10,2,0,0,0
DAVID SMITH,35,No,Non-Travel,Sales,10,1,Life Sciences,1,2501,Female,2,Research Director,Divorced,43230,2,Y,18,8,3,15,3,7,1,7
MARC DEVILLE,38,No,Non-Travel,Sales,6,4,Marketing,1,2502,Male,3,Sales Executive,Divorced,73360,5,Y,11,8,0,13,3,11,3,8
JULIE MAU,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,2503,Male,1,Manufacturing Director,Married,134990,4,Y,23,8,2,11,2,7,0,7
LAWRENCE KEMPINSKI,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2504,Male,1,Laboratory Technician,Single,137580,1,Y,11,8,1,10,5,10,0,8
JESSE HOUSLEY,39,No,Travel_Frequently,Research & Development,2,1,Medical,1,2505,Male,2,Healthcare Representative,Divorced,51550,2,Y,18,8,1,7,3,2,2,2
FELICIDAD DILAG,43,No,Non-Travel,Human Resources,8,5,Medical,1,2506,Female,3,Sales Executive,Single,22580,4,Y,18,8,0,7,2,3,1,2
HENRY VONG,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2507,Male,3,Research Scientist,Single,35970,3,Y,13,8,1,11,2,3,1,2
JUDY LOUIE,41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,2508,Male,3,Laboratory Technician,Divorced,25150,0,Y,18,8,0,23,2,22,13,5
KELLY DUNN,30,No,Travel_Rarely,Sales,26,3,Marketing,1,2509,Female,2,Manager,Single,44200,9,Y,11,8,0,9,3,7,0,2
DAVID JOHNSON,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,2510,Female,3,Sales Executive,Married,65780,0,Y,15,8,2,6,3,5,1,4
JOSEPH JUAREZ,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,2511,Male,1,Sales Executive,Married,44220,4,Y,11,8,1,13,2,9,3,7
PATRICK SULLIVAN,40,No,Travel_Rarely,Sales,27,2,Medical,1,2512,Female,3,Sales Executive,Divorced,102740,4,Y,18,8,0,12,3,5,0,3
TIMOTHY TIERNAN,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2513,Male,2,Laboratory Technician,Married,53430,1,Y,14,8,0,10,5,10,4,8
PASCAL SZU,58,No,Non-Travel,Research & Development,2,4,Medical,1,2514,Male,1,Laboratory Technician,Divorced,23760,4,Y,12,8,1,37,3,16,14,14
BENJAMIN MA,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,2515,Female,3,Manufacturing Director,Married,53460,0,Y,14,8,0,6,3,5,0,3
THOMAS TANG,47,No,Travel_Rarely,Research & Development,19,5,Medical,1,2516,Female,2,Research Scientist,Divorced,28270,8,Y,14,8,1,28,3,22,14,10
HEIDI BOHLER BARNETT,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2517,Male,2,Manager,Divorced,199430,2,Y,13,8,1,15,3,7,7,7
SOCRATES SISON,54,No,Travel_Rarely,Sales,27,4,Medical,1,2518,Male,1,Research Scientist,Married,31310,4,Y,14,8,0,14,3,7,1,7
KRISTIN LUNGHI,31,No,Travel_Frequently,Sales,8,4,Other,1,2519,Female,3,Manufacturing Director,Married,25520,2,Y,18,8,0,9,2,3,2,2
KRISTEN HOADLEY,28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,2520,Male,3,Manager,Married,44770,1,Y,15,8,0,3,6,3,1,2
NOEL DELEON,38,No,Travel_Rarely,Research & Development,19,3,Medical,1,2521,Female,2,Manufacturing Director,Married,64740,2,Y,13,8,2,20,3,4,0,3
MICHAEL WOLF,26,No,Travel_Rarely,Sales,8,3,Marketing,1,2522,Female,1,Healthcare Representative,Single,30330,1,Y,12,8,0,5,2,5,1,2
VICTOR HUI,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,2523,Female,1,Sales Representative,Married,29360,2,Y,13,8,1,23,3,2,2,2
MERCEDES DIMAS,18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,2524,Male,3,Sales Representative,Single,186060,1,Y,24,8,2,0,4,0,0,0
FRANKLIN WINCH JR,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2525,Male,3,Laboratory Technician,Married,21680,0,Y,14,8,1,2,2,1,0,0
SAM YOUNG,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,2526,Male,1,Manager,Divorced,28530,4,Y,14,8,1,4,5,2,2,0
BETTY NG,45,No,Non-Travel,Sales,1,4,Technical Degree,1,2527,Male,1,Research Scientist,Married,170480,4,Y,15,8,0,10,3,8,5,7
MARC TROTZ,36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,2528,Female,5,Laboratory Technician,Married,22900,4,Y,11,8,0,15,5,1,0,0
ROWENA WILSON,43,No,Travel_Frequently,Sales,8,3,Medical,1,2529,Male,1,Research Director,Married,36000,1,Y,23,8,0,7,2,7,7,7
GERALD HANSEN,27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,2530,Male,5,Research Scientist,Single,21070,0,Y,13,8,0,6,2,5,0,2
JOHN PETERSON,29,No,Travel_Frequently,Research & Development,6,2,Medical,1,2531,Male,1,Human Resources,Married,41150,1,Y,11,8,0,11,1,11,3,10
DEBORAH JACKSON,32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,2532,Male,4,Sales Executive,Single,43270,8,Y,13,8,0,4,4,0,0,0
LISA HOO,42,No,Non-Travel,Research & Development,11,3,Medical,1,2533,Male,1,Manager,Married,178560,3,Y,18,8,0,10,2,6,3,3
SANDRA SCHWARCZ,47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,2534,Female,5,Manager,Single,31960,4,Y,14,8,1,7,3,2,2,0
ROSHAWN MCKEEVER,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,2535,Female,1,Laboratory Technician,Divorced,190810,3,Y,21,8,0,12,2,9,4,7
DAMON O'BRIEN,28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,2536,Male,1,Sales Executive,Divorced,89660,1,Y,16,8,1,3,3,3,2,2
FRANCIS VILLANUEVA,29,No,Travel_Rarely,Research & Development,16,3,Medical,1,2537,Female,1,Manufacturing Director,Divorced,22100,8,Y,11,8,1,11,4,7,1,6
SEAN JOHNSTON,42,No,Travel_Rarely,Sales,2,4,Medical,1,2538,Female,2,Research Director,Single,45390,4,Y,17,8,1,8,5,0,0,0
GODFREY LEW,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,2539,Male,2,Laboratory Technician,Single,27410,7,Y,11,8,0,7,3,2,2,2
SEAN SULLIVAN,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,2540,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,8,0,25,0,19,2,8
DAMIEN FAHEY,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2541,Female,5,Research Scientist,Married,45410,1,Y,14,8,2,9,4,9,5,8
KEVIN MC KEON,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,2542,Male,3,Sales Executive,Married,26780,1,Y,25,8,1,1,3,1,0,0
DAVID DUPRE,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2543,Male,1,Manufacturing Director,Married,73790,7,Y,13,8,2,21,3,16,6,14
DONNY BENDO,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2544,Female,2,Manager,Married,62720,4,Y,14,8,0,29,3,22,12,9
SUSAN ROSEN,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,2545,Female,1,Laboratory Technician,Single,52200,1,Y,17,8,0,1,3,1,1,0
MATTHEW SOTOROSEN,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,2546,Female,2,Sales Representative,Married,27430,5,Y,25,8,1,14,1,8,0,7
JEAN ROLAND,27,No,Travel_Frequently,Research & Development,16,4,Medical,1,2547,Male,3,Healthcare Representative,Married,49980,0,Y,20,8,2,8,3,7,7,3
CAROL MARGETTS,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,2548,Male,3,Healthcare Representative,Divorced,102520,8,Y,13,8,1,7,3,2,2,2
THOMAS OERTLI,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2549,Female,1,Human Resources,Married,27810,8,Y,13,8,1,19,2,5,0,4
CHRISTOPHER BENZ,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,2550,Male,2,Laboratory Technician,Married,68520,1,Y,18,8,1,1,2,1,0,0
MONICA MACDONALD,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,2551,Female,2,Sales Executive,Single,49500,1,Y,12,8,2,1,3,1,0,0
PERRY CHOY,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2552,Female,2,Laboratory Technician,Single,35790,1,Y,19,8,3,1,3,1,0,0
JOHN DILUZIO,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,2553,Male,1,Sales Executive,Married,131910,1,Y,14,8,1,10,2,10,1,7
MYUNG HONG,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2554,Female,5,Manager,Divorced,103770,1,Y,14,8,0,10,2,10,0,2
WAI KONG CHAN,34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,2555,Female,1,Sales Executive,Married,22350,2,Y,14,8,1,9,2,5,1,0
KEVIN NIELSEN,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,2556,Female,1,Sales Executive,Single,105020,3,Y,12,8,0,11,4,3,1,2
SARAH JAMES,37,No,Travel_Rarely,Research & Development,7,2,Medical,1,2557,Male,1,Manufacturing Director,Married,20110,5,Y,13,8,0,16,4,5,0,4
MARIA ANTONIO,35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,2558,Male,2,Laboratory Technician,Married,18590,0,Y,25,8,1,4,2,3,0,2
JUSTIN BROWN,45,No,Travel_Rarely,Research & Development,3,3,Medical,1,2559,Female,2,Sales Executive,Married,37600,0,Y,14,8,1,10,2,9,3,8
FRANK PEREIRA,36,No,Travel_Frequently,Research & Development,5,3,Medical,1,2560,Female,4,Manufacturing Director,Single,177790,1,Y,17,8,1,10,5,10,0,8
JOHN MORANVILLE,40,No,Travel_Rarely,Research & Development,3,3,Other,1,2561,Male,1,Sales Executive,Divorced,68330,2,Y,13,8,0,22,3,19,11,16
EDITA LAGANG,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,2562,Male,2,Human Resources,Married,68120,1,Y,13,8,0,1,2,1,1,0
REY BUZON,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,2563,Male,2,Manufacturing Director,Single,51710,0,Y,20,8,1,9,1,8,0,7
MARILYN DOBBAS,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,2564,Male,2,Research Director,Divorced,197400,3,Y,14,8,0,24,2,22,4,7
WILLIAM CHIN,44,No,Travel_Rarely,Sales,1,2,Medical,1,2565,Male,4,Manager,Married,187110,2,Y,12,8,1,10,0,2,2,2
WILLIAM ESCOBAR,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,2566,Female,1,Sales Representative,Married,36920,1,Y,12,8,1,5,5,5,3,0
LINDA CREEGAN,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,2567,Female,5,Sales Executive,Single,25590,1,Y,21,8,0,5,3,4,1,0
ROBERT WALKER-JR,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,2568,Female,3,Healthcare Representative,Married,25170,2,Y,14,8,0,12,3,4,1,3
LARRY DAVIS,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2569,Female,1,Sales Executive,Married,66230,5,Y,18,8,0,14,3,5,1,4
CHUNG-SHING TANG,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2570,Female,2,Sales Executive,Married,182650,9,Y,12,8,1,18,4,13,5,7
JOHN MAMBRETTI,31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2571,Female,1,Sales Executive,Divorced,161240,2,Y,23,8,1,8,2,5,1,4
PUREZA PANLASIGUI,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2572,Female,3,Laboratory Technician,Married,25850,3,Y,12,8,0,9,5,4,0,1
MARTA MCDOWELL,31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,2573,Female,3,Manufacturing Director,Divorced,182130,8,Y,21,8,2,4,3,2,2,2
PETER GABANCHO,26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,2574,Male,2,Healthcare Representative,Married,83800,0,Y,14,8,0,8,3,7,7,7
EDEN BARREDO,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,2575,Female,2,Manager,Single,29940,4,Y,18,8,1,12,2,4,0,3
RUSSELL GORDON,33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2576,Female,5,Sales Executive,Single,12230,1,Y,13,8,1,10,3,10,0,9
PETER ARNAUTOFF,28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,2577,Male,4,Research Scientist,Married,11180,1,Y,11,8,0,7,3,7,0,7
CHARLES COLLINS,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,2578,Male,2,Sales Executive,Single,28750,1,Y,11,8,0,1,3,1,0,0
RICHARD COTTON,39,No,Non-Travel,Research & Development,8,5,Medical,1,2579,Female,2,Sales Representative,Married,188240,6,Y,19,8,1,10,4,3,1,2
JAMES OMALLEY,27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,2580,Male,2,Healthcare Representative,Married,135770,1,Y,12,8,1,6,2,5,1,2
CYNTHIA RICKERT,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,2581,Female,2,Manufacturing Director,Married,26250,1,Y,12,8,3,16,4,15,6,11
EDDY PINALES,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,2582,Male,1,Research Director,Single,187890,3,Y,16,8,1,6,4,2,2,2
LENIN PABIONA,47,No,Non-Travel,Research & Development,1,4,Medical,1,2583,Male,1,Research Scientist,Married,45380,8,Y,11,8,0,16,3,8,1,7
CHADWICK ERTOLA,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,2584,Female,2,Sales Executive,Married,198470,4,Y,14,8,0,6,6,0,0,0
JOHN FERRANDO,39,No,Travel_Rarely,Research & Development,1,3,Other,1,2585,Female,1,Laboratory Technician,Married,105120,1,Y,12,8,1,10,2,10,7,9
ROSA SANCHEZ,38,No,Travel_Frequently,Research & Development,4,2,Medical,1,2586,Female,1,Manager,Divorced,44440,1,Y,13,8,0,20,2,20,0,7
MATTHEW GONZALEZ,58,No,Travel_Rarely,Sales,5,3,Marketing,1,2587,Male,5,Sales Representative,Married,21540,4,Y,21,8,1,29,3,1,0,0
WILLIAM ELIEFF,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2588,Male,2,Laboratory Technician,Single,191900,3,Y,17,8,1,8,2,4,0,3
JANE NEWHARD-PARKS,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2589,Female,1,Sales Representative,Divorced,44900,2,Y,21,8,1,10,1,5,0,3
CECILIA JIANG,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,2590,Male,2,Research Scientist,Married,35060,3,Y,11,8,1,28,4,5,4,3
CHRISTINA WANG,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2591,Female,1,Sales Executive,Divorced,23720,3,Y,12,8,1,14,3,0,0,0
STEVEN MOONEY,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,2592,Male,4,Laboratory Technician,Married,102310,1,Y,13,8,1,1,2,1,0,0
KAAN CHIN,35,No,Travel_Rarely,Research & Development,25,1,Medical,1,2593,Male,1,Sales Executive,Married,54100,0,Y,18,8,0,6,4,5,0,4
AARON FOLTZ,28,No,Non-Travel,Research & Development,21,1,Medical,1,2594,Male,3,Research Scientist,Single,79780,1,Y,16,8,2,5,2,5,1,4
ANGELINA PAGUIO,31,No,Non-Travel,Sales,23,1,Medical,1,2595,Male,1,Sales Executive,Divorced,38670,1,Y,11,8,1,4,4,4,2,3
NANCY BARSOTTI,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2596,Male,2,Research Scientist,Married,28380,1,Y,19,8,2,5,5,5,0,2
MARY MINOGUE,34,No,Travel_Rarely,Sales,2,3,Marketing,1,2597,Male,4,Healthcare Representative,Single,46950,1,Y,16,8,1,14,2,14,2,1
MARIA CASTRO,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2598,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1
TERESITA PIRA,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2599,Male,2,Research Scientist,Single,20800,0,Y,13,8,0,8,6,7,7,6
TIFFANY BOHEE,29,No,Travel_Rarely,Research & Development,2,4,Other,1,2600,Male,2,Laboratory Technician,Married,20960,0,Y,22,8,0,6,2,5,0,2
KRYSTLE CASTILLO,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,2601,Male,3,Manager,Divorced,62090,5,Y,17,8,1,9,5,5,1,2
JOE NALDO,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,2602,Female,2,Human Resources,Married,180610,1,Y,14,8,1,10,2,10,8,7
NELSON YU,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,2603,Female,2,Sales Representative,Divorced,171230,5,Y,15,8,1,6,2,4,0,3
NORMAN RICE JR,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,2604,Male,3,Sales Representative,Single,23720,4,Y,12,8,0,20,3,1,0,0
EVAN GROSS,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2605,Male,2,Sales Representative,Married,48830,1,Y,18,8,1,10,1,10,0,9
ROBERT RICHINS,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2606,Female,1,Manager,Single,39040,1,Y,15,8,0,7,2,7,0,7
EILEEN CHOY,32,No,Travel_Rarely,Research & Development,8,1,Medical,1,2607,Female,2,Research Scientist,Single,46270,8,Y,17,8,1,8,2,1,0,0
JULIUS DEMPSKY,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,2608,Male,3,Sales Executive,Married,70940,1,Y,14,8,1,10,2,10,0,8
MICHAEL BURKLEY,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,2609,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2
MICHAEL CURRAN,54,No,Travel_Rarely,Research & Development,14,3,Other,1,2610,Male,3,Research Scientist,Married,66740,3,Y,17,8,1,9,2,4,2,3
KEVIN EDISON,33,No,Travel_Frequently,Research & Development,2,4,Medical,1,2611,Female,4,Sales Executive,Divorced,168800,1,Y,14,8,3,9,2,9,2,8
LARRY PARA,43,No,Travel_Rarely,Research & Development,3,3,Medical,1,2612,Male,1,Research Scientist,Married,90940,1,Y,12,8,1,10,0,10,0,9
JOHN BERGENER,38,No,Travel_Frequently,Research & Development,2,5,Medical,1,2613,Female,4,Sales Executive,Married,84460,0,Y,14,8,0,7,3,6,1,2
ANGELO ANGELOPULOS,55,No,Travel_Rarely,Sales,9,3,Marketing,1,2614,Male,2,Laboratory Technician,Married,119160,4,Y,15,8,1,35,3,10,1,4
STELLA PANTAZIS,31,No,Travel_Rarely,Sales,6,3,Other,1,2615,Male,1,Manufacturing Director,Divorced,45340,1,Y,13,8,0,1,2,1,0,0
JULIE NICHOLLS,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2616,Male,2,Sales Executive,Single,98520,0,Y,12,8,1,21,5,20,11,10
MAURICE WILLIAMS,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,2617,Female,2,Research Scientist,Single,61510,1,Y,13,8,1,20,3,20,3,7
VICTORIA SULLIVAN,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,2618,Male,2,Healthcare Representative,Married,23020,4,Y,14,8,0,13,3,11,4,8
JENNIFER STREEGAN,54,No,Travel_Rarely,Research & Development,1,3,Medical,1,2619,Female,2,Human Resources,Single,23620,6,Y,13,8,1,9,2,5,1,4
DEBORAH BROWN,24,No,Travel_Rarely,Research & Development,5,4,Other,1,2620,Male,1,Manufacturing Director,Single,178610,1,Y,11,8,2,4,5,4,1,2
DANIELLE NEWMAN,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2621,Male,2,Research Scientist,Single,191870,1,Y,11,8,1,5,2,5,1,4
ROSELO PASCUA,40,No,Travel_Frequently,Research & Development,21,3,Medical,1,2622,Female,3,Research Scientist,Married,197170,1,Y,21,8,0,10,1,10,9,4
PETER WALFORD,40,No,Travel_Rarely,Research & Development,8,1,Medical,1,2623,Female,5,Research Scientist,Married,35440,3,Y,18,8,3,15,3,11,5,10
DOMINIC PANINA,25,No,Travel_Rarely,Sales,20,5,Medical,1,2624,Female,2,Laboratory Technician,Married,85000,4,Y,12,8,0,6,2,2,1,2
STEVEN STOCKER,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,2625,Male,2,Research Scientist,Married,46610,1,Y,11,8,0,12,3,12,1,7
GORDON BRUSSOW,25,No,Travel_Rarely,Research & Development,7,2,Medical,1,2626,Male,5,Sales Executive,Divorced,41030,6,Y,15,8,1,7,2,2,0,2
GARRETT DOWD,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2627,Male,2,Sales Executive,Single,42490,2,Y,13,8,1,25,2,17,12,11
TRACY HAYNES,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2628,Male,2,Research Scientist,Divorced,140260,1,Y,12,8,0,1,4,1,0,0
THEODORE CARTER,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2629,Female,2,Sales Executive,Married,68930,0,Y,17,8,0,16,3,15,5,8
JOSEPH CARROLL,31,No,Travel_Rarely,Research & Development,10,4,Medical,1,2630,Female,3,Sales Executive,Married,61250,0,Y,13,8,1,3,3,2,1,2
MARCIEL RIVERA,38,No,Travel_Frequently,Research & Development,1,4,Other,1,2631,Male,2,Research Scientist,Married,36690,2,Y,19,8,0,10,2,8,7,7
ALLEN WU,42,No,Travel_Rarely,Research & Development,6,3,Medical,1,2632,Male,2,Laboratory Technician,Divorced,100080,6,Y,19,8,1,9,3,4,1,2
SHANE MURPHY,41,No,Travel_Rarely,Sales,2,2,Medical,1,2633,Male,1,Healthcare Representative,Married,23870,3,Y,17,8,1,12,1,5,1,0
JOHN CHUNG,47,No,Non-Travel,Research & Development,21,2,Medical,1,2634,Male,1,Sales Executive,Married,46390,0,Y,11,8,1,14,2,13,5,12
KEVIN CHIN,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2635,Male,2,Healthcare Representative,Married,78980,7,Y,15,8,0,5,2,2,2,2
MICHAEL WONG,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,2636,Male,2,Sales Executive,Single,25340,0,Y,11,8,0,4,1,3,1,2
MARILA AQUINO,35,No,Travel_Rarely,Research & Development,9,3,Medical,1,2637,Female,2,Sales Executive,Single,131420,1,Y,25,8,2,10,4,10,0,8
STEVEN INFERRERA,33,No,Travel_Rarely,Sales,3,4,Medical,1,2638,Male,3,Healthcare Representative,Married,16110,0,Y,14,8,0,10,2,9,8,1
PHILIP LEE,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2639,Male,3,Manufacturing Director,Single,53630,1,Y,13,8,0,6,4,6,4,1
TARA STEELEY,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,2640,Male,2,Research Director,Married,50710,8,Y,17,8,1,8,3,1,0,0
RUMI UENO,32,No,Travel_Rarely,Research & Development,1,2,Medical,1,2641,Male,3,Sales Executive,Married,136950,0,Y,13,8,0,3,3,2,2,2
MELVYN HENRY JR,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,2642,Male,1,Sales Executive,Single,134020,7,Y,14,8,1,18,1,7,1,7
STEVEN LEE,38,No,Travel_Rarely,Sales,20,4,Medical,1,2643,Female,2,Research Director,Married,20290,3,Y,11,8,1,20,3,18,1,11
GERALD ROBBINS,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,2644,Male,2,Manager,Married,63770,1,Y,12,8,2,14,3,14,5,7
PETER ALBERT,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2645,Female,4,Sales Executive,Married,54290,1,Y,17,8,1,16,3,16,6,8
JOHN HALLISY,25,No,Travel_Rarely,Research & Development,2,4,Medical,1,2646,Female,2,Manufacturing Director,Divorced,27850,0,Y,21,8,0,6,2,5,0,4
JOHN BARCOJO,52,No,Non-Travel,Research & Development,2,4,Other,1,2647,Male,1,Manager,Divorced,46140,2,Y,16,8,1,16,3,9,0,0
MARILA AQUINO,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2648,Female,1,Sales Representative,Single,26100,6,Y,15,8,0,6,2,4,1,2
